exec,volume,volatility,spread,news,ml,tail_risk,IC,top_win_rate,bot_win_rate,spread_q4_q1,label,combined
0.02530603107755425,0.021490671052947274,0.1261510304117189,0.017836995531431043,0.00876100178583394,0.7760206289214454,0.024433641219069255,0.0068,0.4894,0.4744,-0.00071,,0.5684523809523809
0.06373454702703661,0.4447608408884647,0.32066349641479386,0.01927272484981562,0.0018218218986538874,0.07385490500644538,0.07589166391478981,0.0107,0.4875,0.4676,-6.1e-05,,0.6927345938375348
0.008697814038333695,0.31061625436662776,0.16225752312517944,0.07034293546540381,0.15890808571653472,0.17244108385114404,0.11673630343677646,0.0126,0.487,0.4684,6.4e-05,,0.7621498599439773
0.07177982154481362,0.03672608439080175,0.36569767002293374,0.030223030576194448,0.34823319917921297,0.025296192955605534,0.12204400133043795,0.0056,0.4912,0.4688,-0.00051,,0.5555322128851545
0.038451901396781375,0.15728023992484733,4.212194316911426e-05,0.1971720594302548,0.40804172349741313,0.06883259592037548,0.13017935788715876,0.0104,0.4795,0.4704,-8.7e-05,,0.5134628851540614
0.0692847289617564,0.027717036001299072,0.10312932655586178,0.004245894384567812,0.2668127157493262,0.4113799512019208,0.11743034714526786,0.0035,0.49,0.4636,-0.000355,,0.44229691876750676
0.07947440625819042,0.34895243274982785,0.40217154890166446,0.0304113436984569,0.005417409354844221,0.08134509760907617,0.05222776142794003,0.0116,0.4898,0.468,0.000344,,0.778466386554622
0.06822725287541584,0.11274383788831456,0.005828055669031814,0.3711370313671493,0.21758103200545836,0.1490654236866242,0.07541736650800594,0.0096,0.4772,0.4664,9e-06,,0.43193277310924416
0.2535544548570464,0.34422286168396066,0.02491319441982435,0.014606990452923513,0.23030432304780707,0.014959123824847442,0.11743905171359073,0.0088,0.4952,0.4628,1.1e-05,,0.7733193277310918
0.6037037687779387,0.04200098120699067,0.0398241600375833,0.16590934229656762,0.13825788455970753,0.008289414947887862,0.0020144481733243365,0.0026,0.4856,0.4676,-0.000891,,0.3128151260504197
0.08153453876714406,0.4997469546252389,0.24988396658346276,0.002798782240105469,0.0972492522070305,0.00194038791668775,0.0668461176603306,0.0105,0.4872,0.4688,-0.000144,,0.6780812324929977
0.011218167203298159,0.1868889434747344,0.061830831690032534,0.5593718042612051,0.10513872181069804,0.0048690785354606695,0.07068245302457095,0.0105,0.4774,0.4736,0.000211,,0.4739145658263306
0.012307146749773795,0.03280663160218873,0.20422770159928208,0.0906968246295776,0.07945598266098954,0.002417393043639089,0.5780883197145492,0.009,0.4765,0.4708,-6e-05,,0.39213935574229664
0.0395893124031036,0.22722691217941215,0.25826397439381643,0.1637486392785677,0.0070437941573491935,0.023776126647641074,0.28035124094010994,0.0112,0.4872,0.4704,-0.000233,,0.70749299719888
0.3690596809185566,0.0616265194457786,0.009134881566861168,0.08497479459533841,0.3234621201404654,0.117463321632415,0.03427868170058467,0.0028,0.4856,0.4684,-0.000788,,0.3212184873949575
0.07052441332223364,0.5741187898887268,0.19628222512062124,0.03257920120686455,0.040582052901363956,0.009453220804868694,0.07646009675532113,0.0115,0.4871,0.466,-1.6e-05,,0.7180147058823525
0.009632255844368406,0.25342297134047104,0.005972787957280928,0.37188161071147774,0.007470677195693298,0.3194306029080961,0.03218909404261249,0.0107,0.4782,0.4708,0.000224,,0.49898459383753546
0.11505228590083484,0.007083685237924652,0.041956639454300886,0.011855496089729979,0.413719027873085,0.22086519664587648,0.18946766879824817,0.0028,0.4856,0.468,-0.000741,,0.3212184873949575
0.5411514329043614,0.032502382872265694,0.12290434168269743,1.343292826986236e-05,0.1280985182249897,0.027324354917776177,0.1480055364696396,0.0032,0.4912,0.4604,-5.1e-05,,0.4546918767507007
0.0033739193696309816,0.06706633210773619,0.17752059588311733,0.5363694781328306,0.04611293811558875,0.1686270654015841,0.0009296709895119987,0.01,0.4761,0.4732,0.000256,,0.42582282913165337
0.17001360989365638,0.020748332814515946,0.3221211852374383,0.028370676955694216,0.1948072258902493,0.15161429542434193,0.11232467378410402,0.0027,0.4856,0.4684,-0.000788,,0.3170168067226886
0.23453482511782064,0.02805408738889527,0.004234525157904783,0.017966222353825115,0.5455437155401578,0.04956854319021677,0.12009808125117971,0.0036,0.4896,0.4696,-0.000653,,0.43816526610644213
0.17318942828487865,0.0008963733777011205,0.22954964420498206,0.24286270069634713,0.06984425585307838,0.28343690442124336,0.00022069316176921363,0.0037,0.4756,0.4676,-0.000384,,0.1507002801120455
0.003394468715564029,0.0026519996492946076,0.042269728555202536,0.6842328524124821,0.07941412339216986,0.1502239187925417,0.03781290848274519,0.0049,0.4759,0.4696,-0.00011,,0.2073704481792717
0.0008689700092108986,0.10589270554453471,0.29970297389486195,0.09693376632620117,0.17842365474159597,0.2841315200341886,0.03404640944940672,0.0098,0.4779,0.472,2.9e-05,,0.45491946778711484
0.14475474220075515,0.07468684954120866,0.19121025374348577,0.29510017527387594,0.12109672142135101,0.1204277115639813,0.05272354625534211,0.0047,0.4767,0.4684,-0.000379,,0.21563375350140104
0.31427263781807246,0.18708769805519834,0.014716313920682414,0.31958571806209507,0.049354688470276305,0.11098345858296779,0.003999485090707736,0.0049,0.4774,0.468,-0.000461,,0.2386204481792717
